11254.5.198435.CGATGT.fastq.gz.abundtrim,11254.5.198435.TTAGGC.fastq.gz.abundtrim,11254.6.198438.TGACCA.fastq.gz.abundtrim,11231.4.197613.ATGTCA.fastq.gz.abundtrim,11231.4.197613.CCGTCC.fastq.gz.abundtrim,11231.5.197616.GTAGAG.fastq.gz.abundtrim,11231.5.197616.GTCCGC.fastq.gz.abundtrim,11231.6.197619.GTGAAA.fastq.gz.abundtrim,11231.6.197619.GTGGCC.fastq.gz.abundtrim,11231.7.197622.GTTTCG.fastq.gz.abundtrim,11231.7.197622.CGTACG.fastq.gz.abundtrim,11231.8.197625.GAGTGG.fastq.gz.abundtrim,FG1.fastq.gz.abundtrim,FG2.fastq.gz.abundtrim,FG3.fastq.gz.abundtrim
1.0,0.20676919656841447,0.1382858051138293,0.08900077634484786,0.09994903066143464,0.1551885620352849,0.018414414869650536,0.01897221568165764,0.0761300938921692,0.08244975106029873,0.06474656525548533,0.05084785323327926,0.008587083061871855,0.012765034546149318,0.009635149023638233
0.20676919656841447,1.0,0.10573388938434018,0.07171550031657187,0.08331803663864312,0.13490301806264765,0.017350861244182048,0.01599611358918871,0.07524799824649382,0.07834179732257039,0.06419732373930848,0.04841046484046952,0.00538616333822582,0.00817534389125557,0.006045973341846915
0.1382858051138293,0.10573388938434018,1.0,0.0804432292416175,0.0827415890694632,0.11157144779427908,0.013598721216894477,0.01305564825345801,0.029055135153488017,0.04399158663385983,0.032954518493914446,0.025224000133482388,0.011547344110854504,0.01687199083973678,0.01301841983317887
0.08900077634484786,0.07171550031657187,0.0804432292416175,1.0,0.06636865117889207,0.06662762511212092,0.007113826144789024,0.0075969671540706525,0.010078816432565717,0.020251620439767193,0.01543447305104997,0.011171460849917441,0.013979297833742396,0.02032506646027526,0.01596628149947315
0.09994903066143464,0.08331803663864312,0.0827415890694632,0.06636865117889207,1.0,0.14519119128108743,0.013326381912742716,0.013869873206738496,0.024690016493645096,0.04006096330994912,0.032433537533678454,0.021773194930671272,0.011768082663605052,0.017850847674903053,0.013655694856687193
0.1551885620352849,0.13490301806264765,0.11157144779427908,0.06662762511212092,0.14519119128108743,1.0,0.01727961949417688,0.016852343059239612,0.050959864517580736,0.06332912622240786,0.05017098300487891,0.039623551192795016,0.011435900752333528,0.01731552030059493,0.01337629897163619
0.018414414869650536,0.017350861244182048,0.013598721216894477,0.007113826144789024,0.013326381912742716,0.01727961949417688,1.0,0.039195401786311486,0.051556410842260744,0.05060308815352372,0.02850092572197384,0.030488832832782833,0.0002526855943294761,0.00029753614747664027,0.00022694704352844294
0.01897221568165764,0.01599611358918871,0.01305564825345801,0.0075969671540706525,0.013869873206738496,0.016852343059239612,0.039195401786311486,1.0,0.030357121464425624,0.043170415364661464,0.05163930377558503,0.02664299099198196,0.0008181010705436866,0.0009868125953171258,0.0009950365236935756
0.0761300938921692,0.07524799824649382,0.029055135153488017,0.010078816432565717,0.024690016493645096,0.050959864517580736,0.051556410842260744,0.030357121464425624,1.0,0.08294409538164513,0.06610747428242572,0.07731613106815265,0.00016172025741403731,0.00024051996042353377,0.00022323172569285548
0.08244975106029873,0.07834179732257039,0.04399158663385983,0.020251620439767193,0.04006096330994912,0.06332912622240786,0.05060308815352372,0.043170415364661464,0.08294409538164513,1.0,0.17184530218420133,0.11527904849039342,0.008819018404907975,0.014072586333134055,0.009490697881736579
0.06474656525548533,0.06419732373930848,0.032954518493914446,0.01543447305104997,0.032433537533678454,0.05017098300487891,0.02850092572197384,0.05163930377558503,0.06610747428242572,0.17184530218420133,1.0,0.08662513698689868,0.007721497095536995,0.012557719333467176,0.008352559499253872
0.05084785323327926,0.04841046484046952,0.025224000133482388,0.011171460849917441,0.021773194930671272,0.039623551192795016,0.030488832832782833,0.02664299099198196,0.07731613106815265,0.11527904849039342,0.08662513698689868,1.0,0.0030421341064966584,0.004908756466342653,0.0033805511122837685
0.008587083061871855,0.00538616333822582,0.011547344110854504,0.013979297833742396,0.011768082663605052,0.011435900752333528,0.0002526855943294761,0.0008181010705436866,0.00016172025741403731,0.008819018404907975,0.007721497095536995,0.0030421341064966584,1.0,0.20729344729344729,0.26906661718315084
0.012765034546149318,0.00817534389125557,0.01687199083973678,0.02032506646027526,0.017850847674903053,0.01731552030059493,0.00029753614747664027,0.0009868125953171258,0.00024051996042353377,0.014072586333134055,0.012557719333467176,0.004908756466342653,0.20729344729344729,1.0,0.23981525343439128
0.009635149023638233,0.006045973341846915,0.01301841983317887,0.01596628149947315,0.013655694856687193,0.01337629897163619,0.00022694704352844294,0.0009950365236935756,0.00022323172569285548,0.009490697881736579,0.008352559499253872,0.0033805511122837685,0.26906661718315084,0.23981525343439128,1.0
